action,total_yield,cash,trades,parameters,global
BSX,"0,9931119834500001",993.11198345,"{'2023-08-01': {'gain': 0.99311198, 'date': datetime.date(2023, 7, 24), 'type': 'end'}}","{'before_earning': 5, 'note': 0.26, 'TP': 0.1, 'further_day': 5}","{'trade': 1, 'duree': 8, 'plus': 0, 'yield': 0.99311198}"
BSX,"0,9758243187499999",975.8243187499999,"{'2023-10-26': {'gain': 0.97582432, 'date': datetime.date(2023, 10, 25), 'type': 'SL'}}","{'before_earning': 5, 'note': 0.3, 'TP': 0.05, 'further_day': 5}","{'trade': 1, 'duree': 1, 'plus': 0, 'yield': 0.97582432}"
BSX,,,,,
BSX,,,,,
BTAI,,,,,
BTAI,,,,,
BTAI,,,,,
BTAI,,,,,
BTAI,,,,,
BTAI,,,,,
BTBT,,,,,
BTBT,,,,,
BTBT,,,,,
BTBT,,,,,
BTBT,,,,,
BTBT,,,,,
BTCS,,,,,
BTCS,,,,,
BTCS,,,,,
BTCS,,,,,
BTCS,,,,,
BTCS,,,,,
BTI,,,,,
BTI,,,,,
BTI,,,,,
BTI,,,,,
BTI,,,,,
BTI,,,,,
BTOG,,,,,
BTOG,,,,,
BTOG,,,,,
BTOG,,,,,
BTOG,,,,,
BTOG,,,,,
BTU,,,,,
BTU,,,,,
BTU,,,,,
BTU,,,,,
BTU,,,,,
BTU,,,,,
BUSE,,,,,
BUSE,,,,,
BUSE,,,,,
BUSE,,,,,
BUSE,,,,,
BUSE,,,,,
BV,,,,,
BV,,,,,
BV,,,,,
BV,,,,,
BV,,,,,
BV,,,,,
BVN,,,,,
BVN,,,,,
BVN,,,,,
BVN,,,,,
BVN,,,,,
BVN,,,,,
BWA,,,,,
BWA,,,,,
BWA,,,,,
BWA,,,,,
BWA,,,,,
BWA,,,,,
BWAY,,,,,
BWAY,,,,,
BWAY,,,,,
BWAY,,,,,
BWAY,,,,,
BWB,,,,,
BWB,,,,,
BWB,,,,,
BWB,,,,,
BWB,,,,,
BWB,,,,,
BWEN,,,,,
BWEN,,,,,
BWEN,,,,,
BWEN,,,,,
BWEN,,,,,
BWEN,,,,,
BWFG,,,,,
BWFG,,,,,
BWFG,,,,,
BWFG,,,,,
BWFG,,,,,
BWFG,,,,,
BWMN,,,,,
BWMN,,,,,
BWMN,,,,,
BWMN,,,,,
BWMN,,,,,
BWMN,,,,,
BWXT,,,,,
BWXT,,,,,
BWXT,,,,,
BWXT,,,,,
BWXT,,,,,
BWXT,,,,,
BX,"1,08328937348",1083.28937348,"{'2023-04-19': {'gain': 1.08328937, 'date': datetime.date(2023, 4, 17), 'type': 'TP'}}","[{'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.24, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.24, 'before_earning': 3, 'further_day': 5}]","{'trade': 1, 'duree': 2, 'plus': 1, 'yield': 1.08328937}"
BX,"1,0498616069999998",1049.8616069999998,"{'2023-07-20': {'gain': 1.04986161, 'date': datetime.date(2023, 7, 17), 'type': 'TP'}}","[{'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.05, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.04, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.04, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.04, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.04, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.04, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.04, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.04, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 3}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.28, 'before_earning': 5, 'further_day': 3}]","{'trade': 1, 'duree': 3, 'plus': 1, 'yield': 1.04986161}"
BX,"0,9533348355000001",953.3348355,"{'2023-10-19': {'gain': 0.95333484, 'date': datetime.date(2023, 10, 16), 'type': 'SL'}}","{'before_earning': 5, 'note': 0.2, 'TP': 0.07, 'further_day': 5}","{'trade': 1, 'duree': 3, 'plus': 0, 'yield': 0.95333484}"
BX,"1,06461883471",1064.61883471,"{'2024-01-29': {'gain': 1.06461883, 'date': datetime.date(2024, 1, 22), 'type': 'TP'}}","[{'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.24, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.26, 'before_earning': 3, 'further_day': 5}, {'TP': 0.05, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.28, 'before_earning': 5, 'further_day': 5}]","{'trade': 1, 'duree': 7, 'plus': 1, 'yield': 1.06461883}"
BX,"1,00420733768",1004.20733768,"{'2024-04-23': {'gain': 1.00420734, 'date': datetime.date(2024, 4, 16), 'type': 'end'}}","[{'TP': 0.06, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 5}]","{'trade': 1, 'duree': 7, 'plus': 1, 'yield': 1.00420734}"
BX,,,,,
BXC,,,,,
BXC,,,,,
BXC,,,,,
BXC,,,,,
BXC,,,,,
BXC,,,,,
BXP,,,,,
BXP,,,,,
BXP,,,,,
BXP,,,,,
BXP,,,,,
BXP,,,,,
BY,,,,,
BY,,,,,
BY,,,,,
BY,,,,,
BY,,,,,
BY,,,,,
BYD,"1,02058305198",1020.58305198,"{'2023-05-01': {'gain': 1.02058305, 'date': datetime.date(2023, 4, 24), 'type': 'end'}}","[{'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 5, 'further_day': 5}]","{'trade': 1, 'duree': 7, 'plus': 1, 'yield': 1.02058305}"
BYD,,,,,
BYD,,,,,
BYD,,,,,
BYD,,,,,
BYD,,,,,
BYND,,,,,
BYND,,,,,
BYND,,,,,
BYND,,,,,
BYND,,,,,
BYND,,,,,
BYRN,,,,,
BYRN,,,,,
BYRN,,,,,
BYRN,,,,,
BYRN,,,,,
BYSI,,,,,
BYSI,,,,,
BYSI,,,,,
BYSI,,,,,
BYSI,,,,,
BYSI,,,,,
BZH,,,,,
BZH,,,,,
BZH,,,,,
BZH,,,,,
BZH,,,,,
BZH,,,,,
C,,,,,
C,,,,,
C,,,,,
C,"0,95586862034",955.86862034,"{'2024-01-16': {'gain': 0.95586862, 'date': datetime.date(2024, 1, 9), 'type': 'end'}}","{'before_earning': 3, 'note': 0.2, 'TP': 0.1, 'further_day': 3}","{'trade': 1, 'duree': 7, 'plus': 0, 'yield': 0.95586862}"
C,,,,,
C,"1,0103000871499999",1010.3000871499999,"{'2024-07-17': {'gain': 1.01030009, 'date': datetime.date(2024, 7, 10), 'type': 'end'}}","[{'TP': 0.08, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 3, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 3, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 3, 'further_day': 5}]","{'trade': 1, 'duree': 7, 'plus': 1, 'yield': 1.01030009}"
CAAP,,,,,
CAAP,,,,,
CAAP,,,,,
CAAP,,,,,
CAAP,,,,,
CAAP,,,,,
CABA,,,,,
CABA,,,,,
CABA,,,,,
CABA,,,,,
CABA,,,,,
CABA,,,,,
CABO,,,,,
CABO,,,,,
CABO,,,,,
CABO,,,,,
CABO,,,,,
CABO,,,,,
CAC,,,,,
CAC,,,,,
CAC,,,,,
CAC,,,,,
CAC,,,,,
CAC,,,,,
CACC,,,,,
CACC,,,,,
CACC,,,,,
CACC,,,,,
CACC,,,,,
CACC,,,,,
CACI,,,,,
CACI,"0,9863308491",986.3308491,"{'2023-08-09': {'gain': 0.98633085, 'date': datetime.date(2023, 8, 8), 'type': 'SL'}}","{'before_earning': 5, 'note': 0.22, 'TP': 0.04, 'further_day': 5}","{'trade': 1, 'duree': 1, 'plus': 0, 'yield': 0.98633085}"
CACI,,,,,
CACI,,,,,
CACI,,,,,
CACI,"1,0618165469",1061.8165469,"{'2024-08-12': {'gain': 1.06181655, 'date': datetime.date(2024, 8, 6), 'type': 'end'}}","[{'TP': 0.04, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.05, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.06, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.07, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.08, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.09, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.22, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.24, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.26, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.28, 'before_earning': 5, 'further_day': 3}, {'TP': 0.1, 'note': 0.3, 'before_earning': 5, 'further_day': 3}, {'TP': 0.04, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.04, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.04, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.04, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.04, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.04, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.05, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.06, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.07, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.08, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.09, 'note': 0.3, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.2, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.22, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.24, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.26, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.28, 'before_earning': 5, 'further_day': 5}, {'TP': 0.1, 'note': 0.3, 'before_earning': 5, 'further_day': 5}]","{'trade': 1, 'duree': 6, 'plus': 1, 'yield': 1.06181655}"
CADL,,,,,
CADL,,,,,
CADL,,,,,
CADL,,,,,
CADL,,,,,
CADL,,,,,
CAE,,,,,
CAE,,,,,
CAE,,,,,
CAE,,,,,
CAE,,,,,
CAE,,,,,
CAG,,,,,
CAG,,,,,
CAG,,,,,
CAG,,,,,
CAG,,,,,
CAG,,,,,
